scriptureId,scriptureIndex,scriptureTestament,scriptureBook,scriptureVerse,scriptureText
7574,17652,1,Joel,3007,"Behold, I will raise them out of the place to which you have sold them, and will return your retaliation upon your own head."
7575,17653,1,Joel,3008,"I will sell your sons and your daughters into the hand of the people of Judah, and they will sell them to the Sabeans, to a people far off; for the Lord has spoken.&rdquo; "
7576,17654,1,Joel,3009,"Proclaim this among the nations: &ldquo;Prepare for war! Wake up the mighty men, let all the men of war draw near, let them come up."
7577,17655,1,Joel,3010,"Beat your plowshares into swords and your pruning hooks into spears; let the weak say, &lsquo;I am strong.&rsquo;&rdquo;"
7578,17656,1,Joel,3011,"Assemble and come, all you nations, and gather together all around. Cause your mighty ones to go down there, O Lord."
7579,17657,1,Joel,3012,"&ldquo;Let the nations be wakened, and come up to the Valley of Jehoshaphat; for there I will sit to judge all the surrounding nations."
7580,17658,1,Joel,3013,"Put in the sickle, for the harvest is ripe. Come, go down; for the winepress is full, the vats overflow &ndash; for their wickedness is great.&rdquo;"
7581,17659,1,Joel,3014,"Multitudes, multitudes in the valley of decision! For the day of the Lord is near in the valley of decision."
7582,17660,1,Joel,3015,"The sun and moon will grow dark, and the stars will diminish their brightness."
7583,17661,1,Joel,3016,"The Lord also will roar from Zion, and utter His voice from Jerusalem; the heavens and earth will shake; but the Lord will be a shelter for His people, and the strength of the children of Israel."
7584,17662,1,Joel,3017,"&ldquo;So you shall know that I am the Lord your God, dwelling in Zion My holy mountain. Then Jerusalem shall be holy, and no aliens shall ever pass through her again.&rdquo;"
7585,17663,1,Joel,3018,"And it will come to pass in that day that the mountains shall drip with new wine, the hills shall flow with milk, and all the brooks of Judah shall be flooded with water; a fountain shall flow from the house of the Lord and water the Valley of Acacias."
7586,17664,1,Joel,3019,"&ldquo;Egypt shall be a desolation, and Edom a desolate wilderness, because of violence against the people of Judah, for they have shed innocent blood in their land."
7587,17665,1,Joel,3020,"But Judah shall abide forever, and Jerusalem from generation to generation."
7588,17666,1,Joel,3021,"For I will acquit them of the guilt of bloodshed, whom I had not acquitted; for the Lord dwells in Zion.&rdquo;"
7589,17667,1,Zech,8007,"Thus says the Lord of hosts: &ldquo;Behold, I will save my people from the east country and from the west country;"
7590,17668,1,Zech,8008,"and I will bring them to dwell in the midst of Jerusalem; and they shall be my people and I will be their God, in faithfulness.&rdquo;"
7591,17669,1,Zech,8009,"Thus says the Lord of hosts: &ldquo;Let your hands be strong, you who in these days have been hearing these words from the mouth of prophets, since the day that the foundation of the house of the Lord of hosts was laid, that the temple might be built."
7592,17670,1,Zech,8010,"For before those days there was no wage for man or any wage for beast, neither was there any safety from the foe for him who went out or came in; for I set every man against his fellow."
7593,17671,1,Zech,8011,"But now I will not deal with the remnant of this people as in the former days, says the Lord of hosts."
7594,17672,1,Zech,8012,"For there shall be a sowing of peace; the vine shall yield its fruit, and the ground shall give its increase, and the heavens shall give their dew; and I will cause the remnant of this people to possess all these things."
7595,17673,1,Zech,8013,"And as you have been a byword of cursing among the nations, O house of Judah and house of Israel, so will I save you and you shall be a blessing. Fear not, but let your hands be strong.&rdquo;"
7596,17674,1,Zech,8014,"For thus says the Lord of hosts: &ldquo;As I purposed to do evil to you, when your fathers provoked me to wrath, and I did not relent,&rdquo; says the Lord of hosts,"
7597,17675,1,Zech,8015,"&ldquo;so again have I purposed in these days to do good to Jerusalem and to the house of Judah; fear not."
7598,17676,1,Zech,8016,"These are the things that you shall do: Speak the truth to one another, render in your gates judgments that are true and make for peace,"
7599,17638,1,Joel,2025,"&ldquo;So I will restore to you the years that the swarming locust has eaten, the crawling locust, the consuming locust, and the chewing locust, My great army which I sent among you."
7600,17639,1,Joel,2026,"You shall eat in plenty and be satisfied, and praise the name of the Lord your God, Who has dealt wondrously with you; and My people shall never be put to shame."
7601,17640,1,Joel,2027,Then you shall know that I am in the midst of Israel: I am the Lord your God and there is no other. My people shall never be put to shame.
7602,17644,1,Joel,2031,"The sun shall be turned into darkness, and the moon into blood, before the coming of the great and awesome day of the Lord."
7603,17645,1,Joel,2032,"And it shall come to pass that whoever calls on the Name of the Lord shall be saved. For in Mount Zion and in Jerusalem there shall be deliverance, as the Lord has said, among the remnant whom the Lord calls."
7604,17677,1,Zech,8017,"do not devise evil in your hearts against one another, and love no false oath, for all these things I hate, says the Lord.&rdquo;"
7605,17678,1,Zech,8018,"Then the word of the Lord of hosts came to me, saying,"
7606,17679,1,Zech,8019,"Thus says the Lord of hosts: The fast of the fourth month, and the fast of the fifth, and the fast of the seventh, and the fast of the tenth, shall be to the house of Judah seasons of joy and gladness, and cheerful feasts; therefore love truth and peace."
7607,17680,1,Zech,8020,"Thus says the Lord of Hosts: &lsquo;Peoples shall yet come, inhabitants of many cities;"
7608,17681,1,Zech,8021,"The inhabitants of one city shall go to another, saying, &ldquo;Let us continue to go and pray before the Lord, and seek the Lord of hosts. I myself will go also.&rdquo;"
7609,17682,1,Zech,8022,"Yes, many peoples and strong nations shall come to seek the Lord of hosts in Jerusalem, and to pray before the Lord.&rsquo;"
7610,17683,1,Zech,8023,"Thus says the Lord of hosts: &lsquo;In those days ten men from every language of the nations shall grasp the sleeve of a Jewish man, saying, Let us go with you, for we have heard that God is with you. &lsquo; "
7611,17684,1,Zech,9009,"&ldquo;Rejoice greatly, O daughter of Zion! Shout, O daughter of Jerusalem! Behold, your King is coming to you; He is just and having salvation, Lowly and riding on a donkey, A colt, the foal of a donkey."
7612,17685,1,Zech,9010,"And he shall destroy the chariots out of Ephraim, and the horse out of Jerusalem, and the bow of war shall be utterly destroyed; and there shall be abundance and peace out of the nations. And he shall rule over the waters from sea to sea, and from the River to the ends of the earth."
7613,17686,1,Zech,9011,"And you, by the blood of your covenant, have sent forth your prisoners out of the pit that has no water."
7614,17687,1,Zech,9012,"You shall sit in strongholds, you prisoners of the assembly; and for one day of your sojourning I will recompense you double."
7615,17688,1,Zech,9013,"For I have bent you for Myself like a bow, O Judah, I have filled it with Ephraim; and I will raise up your children, O Zion, against the children of the Greeks, and handle you like the sword of a warrior."
7616,17689,1,Zech,9014,"And the Lord shall be over them, and His arrow shall go forth like lightning. And the Lord God Almighty shall sound the trumpet and go forth in the noise of His threatening."
7617,17690,1,Zech,9015,The Lord Almighty shall defend them!
7618,17691,1,Zech,11010,"And I took my staff Grace, and I broke it, annulling the covenant which I had made with all the peoples."
7619,17692,1,Zech,11011,"So it was annulled on that day, and the traffickers in the sheep, who were watching me, knew that it was the word of the Lord."
7620,17693,1,Zech,11012,"Then I said to them, &ldquo;If it seems right to you, give me my wages; but if not, keep them.&rdquo; And they weighed out as my wages thirty shekels of silver."
7621,17694,1,Zech,11013,"Then the Lord said to me, &ldquo;Cast it into the treasury&rdquo; &ndash; the lordly price at which I was paid off by them. So I took the thirty shekels of silver and cast them into the treasury in the house of the Lord."
7622,17572,1,Comp,13016,"And behold, a voice came to him, and said, &ldquo;What are you doing here, Elijah?&rdquo; And Elijah said, &ldquo;I have been very jealous for the Lord God Almighty, for the sons of Israel have forsaken Thy covenant, thrown down Thine altars, and slain Thy prophets with the sword; and I alone am left; and they seek my life to take it.&rdquo;"
7623,17573,1,Comp,13017,"And the Lord said to him, &ldquo;Go, return on your way, and you shall come on the way of the wilderness of Damascus; and you shall anoint Hazael to be king over Syria; and you shall anoint Jehu the son of Nimshi to be king over Israel; and Elisha the son of Shaphat you shall anoint to be prophet in your place.&rdquo;"
7624,17574,1,Comp,14001,"In those days, Elijah found Elisha the son of Shaphat, and he was plowing with oxen. And Elijah went to him and cast his mantle upon him. And Elisha left the oxen, and ran after Elijah and ministered to him."
7625,17575,1,Comp,14002,"And it came to pass, when the Lord was about to take Elijah up in a whirlwind, as it were, into heaven, Elijah and Elisha went out from Gilgal. And Elijah said to Elisha, &ldquo;Tarry here, then, for the Lord has sent me as far as the Jordan.&rdquo; And Elisha said, &ldquo;As the Lord lives, and your soul lives, I will not leave you.&rdquo; And they both went on. And fifty men of the sons of the prophets went also, and they stood opposite afar off; but Elijah and Elisha stood by the Jordan. And Elijah took his mantle, and rolled it up, and smote the water; and the water was parted to the one side and to the other, and they both went over on dry ground."
7626,17576,1,Comp,14003,"And it came to pass when they had gone over, that Elijah said to Elisha, &ldquo;Ask what I shall do for you before I am taken up from you.&rdquo; And Elisha said, &ldquo;Let there be, then, a double portion of your spirit upon me.&rdquo; And Elijah said, &lsquo;You have asked a hard thing. If you shall see me when I am taken up from you, then shall it be so for you; and if you do not see me, it shall not be so.&rdquo;"
7627,17577,1,Comp,14004,"And it came to pass as they went on and talked. And, behold, a chariot of fire, and horses of fire! And they separated the two of them. And Elijah was taken up in a whirlwind, as it were, into heaven. And Elisha saw it, and he cried, &ldquo;Father! Father! The chariot of Israel and its horsemen!&rdquo; And he saw him no more. And he took hold of his garments and rent them into two pieces."
7628,17578,1,Comp,14005,"And Elisha took up the mantle of Elijah that had fallen upon his head. And Elisha went back and stood upon the bank of the Jordan. And Elisha took up the mantle of Elijah that had fallen upon his head, and smote the waters, but they were not parted. And Elisha said, &ldquo;Where now, is the God of Elijah, He also?&rdquo; And Elisha smote the waters a second time, and the waters parted; and he went over on dry land."
7629,17579,1,Comp,15001,"The Lord spoke to Moses, as if one should speak to his friend; and he returned to the camp, but his servant Joshua the son of Nun, a young man, departed not from the Tabernacle. And Moses said to the Lord, &ldquo;Behold, Thou didst command me to lead forth this people, but Thou hast not showed me whom Thou wilt send with me; but Thou hast said to me, &lsquo;I know you above all, and you have found favor with me.&rsquo; If, then, I have found grace in Thy sight, reveal Thyself to me, that I may see Thee clearly, that I may find grace in Thy sight, and that I may know that this great nation is Thy people.&rdquo; And the Lord said unto him, &ldquo;I Myself will go before you, and I will give you rest.&rdquo; And Moses said to Him, &ldquo;If Thou Thyself dost not go with us, bring me not up from here."
7630,17580,1,Comp,15002,"&ldquo;And how shall it be surely known that both I and Thy people have found grace with Thee, except Thou go with us? So both I and Thy people shall be glorified beyond all the nations, as many as are upon the earth.&rdquo; And the Lord said to Moses, &ldquo;This word also, which you have spoken, I will do; for you have found grace before Me, and I know you above all.&rdquo; And Moses said, &ldquo;Show me Thy glory.&rdquo;"
7631,17581,1,Comp,15003,"And the Lord said to Moses, I will go before you with My glory, and I will call out My name, &lsquo;the Lord&rsquo; before you; and I will have mercy on whom I will have mercy, and will have compassion on whom I will have compassion.&rdquo; And again He said, &ldquo;You shall not be able to see My face, for man shall not see My face and live.&rdquo; And again the Lord said, &ldquo;Behold there is a place by Me; you shall stand upon the rock. And when My glory shall pass by, then I will put you in a cleft on the rock; and I will cover you with My hand, until I pass by. And I will take away My hand, and then you shall see My backside; but My face shall not appear to you.&rdquo;"
7632,17582,1,Comp,15004,"And having risen early in the morning, Moses went up Mount Sinai, as the Lord had told him. And the Lord descended in a cloud, and Moses stood there before Him and called out in the name of the Lord. And the Lord passed by before his face, and called out, &ldquo;The Lord God, compassionate and merciful, longsuffering, greatly-merciful, and true.&rdquo; And Moses, making haste, stooped down to the earth and worshipped the Lord."
7633,17583,1,Comp,16001,"Turn, O Lord, from heaven, and look from Thy holy habitation and Thy glory. Where are Thy zeal and Thy strength? Where is the multitude of Thy mercies and Thy compassions that Thou hast endured for us? For Thou art our Father, because Abraham has not known us, nor has Israel known us. But do Thou, O Lord, our Father, deliver us; from the beginning Thy name has been on us. Why hast Thou turned us aside, O Lord, from Thy ways, and made hard our hearts that we should not fear Thee? Return for the sake of Thy servants, for the sake of the tribes of Thine inheritance, that, at least, we may inherit a small part of Thy holy mountain. Our adversaries have trodden down Thy sanctuary. We have become as at the beginning when Thou didst not rule over us, and Thy name was not called upon us."
7634,17584,1,Comp,16002,"If Thou wouldst open the heavens, trembling would take hold of the mountains from Thee, and they would melt; like wax melts before the fire. And fire shall burn up the enemies, and Thy name shall be made manifest to Thine adversaries; the nations shall be troubled at Thy presence. When Thou shalt do glorious things, trembling shall take hold of the mountains from Thee. From the ages we have not heard, nor have our eyes seen a God beside Thee, or Thy works which Thou shalt perform for them that wait for mercy. For mercy joins them that work righteousness, and they shall remember Thy ways."
7635,17585,1,Comp,16003,"And now, O Lord, Thou art our Father, and we are clay; Thou art our Fashioner and all of us are the work of Thy hands. Be not very angry with us, O Lord, and remember not our sins for ever; but now look on us, for we are all Thy people."
7636,17586,1,Comp,17001,"The Lord spoke to Moses, saying: &ldquo;On the first day of the first month you shall set up the Tabernacle of the Testimony, and you shall put in it the Ark and cover it with the veil. You shall bring in the table and the lampstand; and you shall set there a golden altar to burn incense before the Ark of the Testimony. And you shall put a covering on the door of the tabernacle of the Testimony."
7637,17587,1,Comp,17002,"&ldquo;Then you shall take the oil of anointing and anoint the Tabernacle and all that is in it, and consecrate it and all its vessels; and it shall be holy. And you shall consecrate the Altar of Burnt Offerings; it shall be most holy.&rdquo;"
7638,17588,1,Comp,17003,"And Moses did all that the Lord God, the Holy One of Israel had commanded him. And a cloud covered the Tabernacle of the Testimony and the glory of the Lord filled the Tabernacle. Moses was not able to enter the Tabernacle of the Testimony, because the cloud overshadowed it, and the glory of the Lord filled the Tabernacle."
7639,17589,1,Comp,18001,"And it came to pass when Solomon had finished building the House of the Lord, he assembled all the elders of Israel in Zion, to bring the Ark of the Covenant of the Lord out of the City of David, which is Zion. And the priests took up the Ark of the Covenant of the Lord, the Tabernacle of the Testimony, and all the holy vessels that were in the Tabernacle of the Testimony."
7640,17590,1,Comp,18002,"And the King and all Israel went before the Ark. And the priests brought the Ark of the Covenant of the Lord to its place, into the Oracle of the Temple, into the Holy of Holies, under the wings of the cherubim. For the cherubim spread out their wings over the place of the Ark so that the cherubim made a covering above the Ark and its holy things above. There was nothing in the Ark except the two tablets of the Covenant which Moses put there at Horeb, when the Lord had made a Covenant."
7641,17591,1,Comp,18003,"And when the priests came out from the holy place, a cloud filled the house. And the priests were unable to stand to minister because of the cloud, for the glory of the Lord God Almighty filled the house."
7642,17592,1,Comp,19001,"Thus saith the Lord: &ldquo;Out of Zion shall go forth a law, and the word of the Lord from Jerusalem. And he shall judge between many peoples, and shall rebuke strong nations afar off. For all people will walk every one in his own way, but we will walk in the Name of the Lord our God for ever.&rdquo;"
7643,17593,1,Comp,19002,"Thus saith the Lord Almighty: &ldquo;Hear, O mountains, the complaint of the Lord, and you valleys, even the foundations of the earth; for the Lord will enter into judgment with His people, and will contend with Israel. O My people, what have I done to you? Or in what have I grieved you? Answer me! For I brought you up out of the land of Egypt, and out of the house of bondage, I delivered you; and I sent before you Moses, Aaron, and Mariam. O My people, remember now, what the adversaries counseled against you, and who declared against you.&rdquo;"
7644,17594,1,Comp,19003,"I have declared to you, O man, what is good; or what does the Lord require of you, except to do justice, and love mercy, and be ready to walk humbly with the Lord your God? For the Lord shall be exalted in strength, and shall tend His flock in peace, even to the ends of the earth."
7645,17512,1,Comp,2001,"The memory of the righteous is with praise and the blessing of the Lord is upon his head. Blessed is the man who has found wisdom and the mortal who has understanding. For it is better to purchase her than treasuries of gold and silver. She is more precious than precious stones and all that is precious is unworthy of her. For length of days and years of life are in her right hand; and in her left hand are riches and glory. Out of her mouth proceeds righteousness and she bears law and mercy upon her tongue."
7646,17513,1,Comp,2002,"Hear me, O child, for I will speak noble things. Blessed is the man who keeps my ways, for my ways are the ways of life, and in them is prepared favor from the Lord. Therefore, I pray thee, and utter my voice to the sons of men: For I, wisdom, have dwelt with counsel and knowledge and I have called upon understanding. Counsel and safety are mine, understanding and strength are mine. I love those who love me and those seeking me shall find grace."
7647,17514,1,Comp,2003,"Understand craftiness, O you who are simple, and imbibe knowledge, you who are untaught. Hear me again, for I will speak noble things: I will open my mouth and from my lips shall come what is right. For my throat shall meditate truth; false lips are an abomination before me. All the words of my mouth are righteous; there is nothing in them that is twisted or perverse. They are all straight to him who understands and right to those who find knowledge."
7648,17515,1,Comp,2004,"I shall instruct you in truth, so that your hope will be in the Lord and you shall be filled with the Spirit."
7649,17595,1,Comp,20001,"Thus saith the Lord: &ldquo;You that thirst, go to the water, and as many as have no money, go and buy; and eat and drink, without money or price, wine and fat.&rdquo; For thus saith the Lord Almighty to you: &ldquo;My people, draw water with gladness out of the fountain of salvation.&rdquo; And you shall say in that day, &ldquo;Sing to the Lord, call aloud upon His name, proclaim His glorious deeds among the nations; make known that His name is exalted.&rdquo;"
7650,17596,1,Comp,20002,"&ldquo;My people, hearken to Me and you shall eat that which is good, and your soul shall delight in good things. Give heed with your ears, and follow My ways. Hearken to me, and your soul shall live in good things; and I will make with you an everlasting covenant. And you shall call upon Me. And when you shall draw near to Me, let the impious depart from his ways, and the transgressor his counsels; and you shall return to Me, and I will forgive you and will forgive your sins."
7651,17597,1,Comp,20003,"&ldquo;For My counsels are not as your counsels, neither are your ways My ways,&rdquo; says the Lord. &ldquo;But as the heaven is distant from the earth, so are My ways distant from your ways, and your thoughts from My thoughts. For as rain shall come down, or snow, from heaven, and shall not return thither until it waters the earth, bring forth and sprout, and give seed to the sower, and bread for food, so shall My word be. Whatever shall proceed out of My mouth, shall not return to me empty until it has accomplished all that I have purposed; and I will set aright your ways, and effect My commandments."
7652,17598,1,Comp,20004,"&ldquo;For you shall go forth with gladness and shall be taught with joy; for the mountains and the hills shall skip, awaiting you with joy; and all the trees of the field shall clap with their branches. And instead of the bramble shall come up the cypress; and instead of the nettle shall come up the myrtle. And the Lord shall be for a name, and for an eternal sign, and shall not fail,&rdquo; saith the Lord God, the Holy One of Israel."
7653,17599,1,Comp,21001,"Thus saith the Lord: &ldquo;Go through and enter my gates; prepare My way and make it a way for my people. Cast the stones out of the way; lift up an ensign for the nations. For behold, the Lord has made it to be heard even to the ends of the earth. Say to the daughter of Zion, &lsquo;Behold, your Savior comes, having His reward with Him, and His work before Him.&rsquo; And they shall call them, The Holy People, The Redeemed of the Lord.&rdquo; And you shall be called, A City Sought Out, and Not Forsaken."
7654,17600,1,Comp,21002,"Who is that comes from Edom, his garment red, from Bosrah? Beautiful in his apparel, he cried out with great strength, &ldquo;I speak of righteousness and a judgment of salvation!&rdquo; Why are your garments red, and your apparel like his that treads in the winepress? &ldquo;I have trodden the winepress alone, and from the nations no one was with Me.&rdquo;"
7655,17601,1,Comp,21003,"I remember the mercy of the Lord, the virtues of the Lord according to all that He has granted us. The Lord is a good judge to the House of Israel; He deals with us according to His mercies, and according to the abundance of His righteousness."
7656,17602,1,Comp,21004,"And He said, &ldquo;Is it not My people? Children that will not be rejected? And He became to them salvation out of all their afflications. Not a mediator, nor an angel, but the Lord Himself saved them, because He loved them and spared them; He Himself redeemed them and accepted them, and lifted them up all the days of the age."
7657,17603,1,Comp,22001,"Thus saith the Lord: &ldquo;Behold, the days of the Lord shall come, and His feet shall stand in those days on the Mount of Olives, which is before Jerusalem toward the east. And in those days living water shall come forth out of Jerusalem, half of them toward the eastern sea and half of them toward the western sea; and so shall it be in the harvest time and in the spring. And the Lord shall be king over all the earth; in those days there shall be one Lord. His name shall be one, encompassing all the earth, and the wilderness, from Geba to Rimmon, opposite the crest of Jerusalem. And she shall be lifted up, and abide in her place; from the gates of Benjamin to the place of the former gates, and to the gate of the corners, and from the Tower of Hananeel to the king&rsquo;s winepresses, they shall dwell in her. And no longer shall there be a curse; but Jerusalem shall dwell securely.&rdquo;"
7658,17604,1,Comp,23001,"In those days, Elijah went to Beersheba, in the land of Judah. And he left his servant there and went a days journey into the wilderness, and came and sat down under a juniper tree. And he lay down and slept under the tree. And behold, someone touched him and said to him, &ldquo;Arise, eat and drink.&rdquo; And Elijah looked, and behold, at his head there was a cake of barley and a cruse of water. And he arose, and ate and drank, and lay down again and slept."
7659,17605,1,Comp,23002,"And the angel of the Lord returned a second time, and touched him, and said to him, &ldquo;Arise, eat and drink, for the journey will be too much for you.&rdquo; And he arose, and ate and drank. And he went in the strength of that food forty days and forty nights to Mount Horeb."
7660,17606,1,Comp,23003,"And he entered there into a cave, and lodged there. And behold, the word of the Lord came to him, and the Lord said to him, &ldquo;You shall go forth and stand on the mountain before the Lord.&rdquo; And behold, the Lord passed by, and a great and strong wind rent the mountain, and broke in pieces the rock before the Lord, but the Lord was not in the wind; and after the wind an earthquake; but the Lord was not in the earthquake; and after the earthquake a fire, but the Lord was not in the fire; and after the fire a voice of a gentle breeze, and the Lord was there. And it came to pass when Elijah heard it, he covered his face with his mantle and went out and stood before the cave."
7661,17607,1,Comp,23004,"And the Lord said to him, &ldquo;Go, return on your way, and you shall come on the way of the wilderness of Damascus; and you shall anoint Elisha the son of Shaphat to be prophet in your place.&rdquo;"
7662,17608,1,Comp,24001,"The Lord spoke to the sons of Israel, saying: &ldquo;If you will walk in My statutes, and keep My commandments, and do them, then will I give you the rain in its season, and the land shall yield its produce, and the trees of the field shall yield their fruit. And the time of your threshing shall reach unto the gathering of the vine, and the gathering of the vine shall reach unto the sowing; you shall eat your bread to the full, and you shall dwell securely in your land. And I will give peace in your land, and you shall sleep, and none shall make you afraid; and I will destroy the cruel beasts out of your land, and war shall not go through your land. And you shall pursue your enemies, and they shall fall before you with slaughter. And five of you shall pursue a hundred, and a hundred of you shall pursue ten thousand; and your enemies shall fall before you by the sword. And I will look upon you and bless you; I will increase you and multiply you, and establish My covenant with you. You shall eat the old stores, and the oldest of the old; and you shall carry off the old to make way for the new. And I will establish My covenant with you, and My soul shall not be disturbed with you. And I will walk among you and be your God, and you shall be My people."
7663,17609,1,Comp,24002,"&ldquo;But if you will not hearken unto Me, nor do these My commandments, nor submit yourselves to them, and your soul should abhor My judgments, so that you should not keep all My commandments, so as to break My covenant, then will I do thus to you: I will bring want upon you; you shall sow your seed vainly, and your enemies shall eat up the fruit of your labors. And I will set My face against you, and you shall fall before your enemies and be made subject to them that hate you; you shall flee when no one pursues you. And I will break down the haughtiness of your pride; I will make your heaven like iron and your earth like brass. And your strength shall be in vain, for your land shall not yield its seed, nor shall the tree of your field yield its fruit. And I will send upon you the wild beasts of the land, and they shall devour you and lay waste to your cattle; and I will make you few in number, and the sword falling upon you shall destroy you. And your land shall be desolate and your gates deserted, for you walked perversely before Me; and I will walk contrary to you in fury,&ldquo; saith the Lord God, the Holy One of Israel."
7664,17516,1,Comp,3001,"The righteous man, though he die early, will be at rest. The righteous man who has died will judge the ungodly who are living. For they will see the end of the righteous, and will not understand what was said about him; for the Lord will cast down the ungodly speechless to the ground and shake them from the foundations; they shall become desolate to the end; they will be in sorrows, and their memory will perish. For they will come with fear at the thought of their sins, and their iniquities shall stand against them to convict them."
7665,17517,1,Comp,3002,"Then the righteous man will stand with great boldness before those who have afflicted him, and those who have made of no account his labors. Having seen it, they shall be troubled with much fear and they will be amazed at his most-glorious salvation. They will say within themselves in repentance, in anguish of spirit they will groan and say: &ldquo;This was he whom we had sometimes in derision and a proverb of reproach &ndash; we fools! We accounted his life as madness, and his end to be without honor. How is he numbered among the sons of God? And why is his lot among the Saints?"
7666,17518,1,Comp,3003,"&ldquo;Therefore, we have erred from the way of truth, and the light of righteousness did not illumine us, nor did the sun shine on us. We took our fill of the paths of lawlessness and destruction, and we walked impassable pathways, but the way of the Lord we have not known.&rdquo;"
7667,17519,1,Comp,4001,"The mouth of the righteous bringeth forth wisdom; the lips of the wise man know grace. The mouth of the wise speaketh wisdom, and the truth delivereth them from death. If a righteous man dies, hope doth not, for the son of the righteous is born to life, and in his own good things he acquireth the fruit of righteousness. There is always light for the righteous and they obtain grace and glory from the Lord. The tongue of the wise is a good sister-in-law, and in their hearts resteth wisdom. The Lord loveth the hearts of the holy, and acceptable to Him are all the undefiled in the way."
7668,17520,1,Comp,4002,"The wisdom of the Lord illumineth the faces of the wise. For she takes hold of those desiring her by making herself first known to them. She is easily seen by those who love her. He who rises early to seek her shall have no difficulty, and those keeping vigil for the sake of her shall quickly be without sorrows. For she goeth about seeking those worthy of her, and graciously revealeth herself in the pathways. Against wisdom evil doth not prevail."
7669,17521,1,Comp,4003,"Therefore I was a lover of her beauty; I loved her and sought her out from my youth. I desired to make her my bride, and even the Master of All loved her. For she is an initiate in the knowledge of God, and a discoverer of His works. Her labors are virtues, for she teaches temperance and prudence, justice and courage; nothing in life is more necessary for men than these. And if anyone desireth much knowledge, she knoweth the things of old, and beholdeth things to come; she understandeth turns of speech and the solution of riddles; she has foreknowledge of signs and wonders and the outcome of times and seasons. She is a mediator of good things for all, for immortality is in her, and glory in the company of her words."
7670,17522,1,Comp,4004,"Therefore I appealed to the Lord and prayed to Him, and said to Him with all my heart: &ldquo;O God of my fathers and Lord of mercy, Who hast made all things by Thy word, and by Thy wisdom hast fashioned man that he should have dominion over the creatures made by Thee, that he should rule the world in holiness and righteousness: Give me wisdom that sits by Thy throne, and cast me not away from among Thy children, for I am Thy servant and the son of Thy handmaid. Send her forth from the heavens, from Thy holy abode, and from the throne of Thy glory, that she may be with me, and instruct me in what is pleasing to Thee. And she shall guide me in understanding, and preserve me in her glory. For the thoughts of mortals are miserable, and their intentions likely to fail.&rdquo;"
7671,17523,1,Comp,5001,"When the righteous is praised, the people rejoice: For his memory is immortality, since it is known both by the Lord and by men, for his soul was pleasing to the Lord. Therefore love wisdom, O men, and live. Desire her and be instructed: For her beginning is love and the keeping of her laws. Honor wisdom that you may reign forever."
7672,17524,1,Comp,5002,"I will tell you and not hide the mysteries of God from you. For He is the Guide of wisdom, the Corrector of the wise and the Artisan of all thoughts and deeds. Wisdom will teach with all understanding: For in her is a Spirit, intelligent and holy, the Radiance of the Everlasting Light and the Image of the Grace of God."
7673,17525,1,Comp,5003,"She fashions friends of God and prophets. For she is more beautiful than the sun and above all the order of the stars. Compared with the light she is found to be first. She delivered from infirmities those pleasing her and guided them on the paths of righteousness. She gave to them understanding to be holy and to preserve them from those who would ensnare them, and she granted them strength in struggles, so that all might understand that the most powerful of all is piety, and that evil might not prevail against wisdom, nor judgment pass away without convicting the wicked."
7674,17526,1,Comp,5004,"Having reasoned unrighteously, they said to themselves, &ldquo;Let us oppress the righteous man and not spare his venerableness, nor let us be ashamed of the gray hairs of the old man of many years. But let our might be our law and let us seize the righteous, because he is inconvenient to us and is opposed to our deeds; he reproaches us for apostasy against the law and divulges the sins of our training."
7675,17527,1,Comp,5005,"&ldquo;He declares to us to have knowledge of God and calls himself a child of the Lord. He became to us a reproof of our thoughts; the very sight of him is a burden to us, because his life is unlike that of others, and his ways are very different. We are considered by him to be an insult, and he avoids our ways as unclean; he calls the end of the righteous blessed."
7676,17528,1,Comp,5006,"&ldquo;Let us see if his words are true; let us test him to see what will happen to him. Let us torment him with revilement and tortures, that we may understand his meekness and test his guilelessness. Let us condemn him to a shameful death, for, according to his own words, he shall be respected.&rdquo;"
7677,17529,1,Comp,5007,"Thus they reasoned, but were deceived, for their wickedness blinded them. They did not know the mysteries of God, nor did they discern that Thou alone art God, having the power of life and death: Who savest in times of affliction and deliverest from every evil; Who art compassionate and merciful, granting Grace to His venerable ones, and opposing the proud with His arm."
7678,17530,1,Comp,6001,"The Lord spoke to Moses in that very day on which He led the children of Israel out from the land of Egypt saying: &ldquo;Sanctify to Me all the first-born, the first-produced opening the womb among the children of Israel.&rdquo; And Moses went and gathered all the people and said: &ldquo;Remember this day, in which you came out from the land of Egypt, out of the house of bondage, for with a strong hand the Lord led you out from thence; and you shall keep His law. And it shall come to pass when the Lord your God shall bring you into the land of the Canaanites, as He swore to your fathers: you shall set apart all the first-born, whatever opens the womb, the males for the Lord."
7679,17531,1,Comp,6002,"And it shall come to pass that if you son asks you, saying, &ldquo;What is this?&rdquo; you shall say to him: &ldquo;By the strength of hand the Lord led you out of the land of Egypt, out of the house of bondage. For when Pharoah hardened his heart, so as not to let us go, the Lord slew all the first-born in the land of Egypt, both the first-born of man and the first-born of cattle. Therefore, I bring a sacrifice to the Lord: every male that opens the womb; but all the first-born of my sons I will redeem.&rdquo;"
